rewire_id,text,tokenized_text,true_label,predicted_label,prediction_probability,token_count,avg_token_length
sexism2022_english-7708,lets sum this up jews get the oven jew lovers get the rope single mothers get the rope freudian psychologists get the oven merchant thirsters are niggers,"[""['jew'"", ""'jews'"", ""'lets'"", ""'mothers'"", ""'niggers'"", ""'rope'"", ""'single']""]",1,0,0.2825960816585329,7,7.285714285714286
sexism2022_english-17227,of course im judgemental if you can talk about a someone that you havent even meet to its fair that i get to judge you isnt it or do you want to be exempt from those standards like a women wants,"[""['course'"", ""'fair'"", ""'havent'"", ""'im'"", ""'isnt'"", ""'judge'"", ""'like'"", ""'meet'"", ""'standards'"", ""'talk'"", ""'want'"", ""'wants'"", ""'women']""]",1,0,0.4095112989076369,13,6.923076923076923
sexism2022_english-12425,hit on women in places that you would hang out if youre into books try a bookstore or coffeeshop into fit girls hit on women at the gym,"[""['books'"", ""'fit'"", ""'girls'"", ""'gym'"", ""'hang'"", ""'hit'"", ""'places'"", ""'try'"", ""'women'"", ""'youre']""]",0,1,0.691766097866018,10,6.4
sexism2022_english-11843,oh yes she should be shot,"[""['oh'"", ""'shot'"", ""'yes']""]",1,0,0.159670435882433,3,5.666666666666667
sexism2022_english-12637,you mean women like camille paglia i dont agree with her to be frank i am not a traditionalist i surely against forced male labour or obligations so i i dont know why all women mras should be thrown under the bus,"[""['agree'"", ""'bus'"", ""'dont'"", ""'forced'"", ""'frank'"", ""'know'"", ""'labour'"", ""'like'"", ""'male'"", ""'mean'"", ""'mras'"", ""'surely'"", ""'thrown'"", ""'women']""]",0,1,0.5357064622445402,14,6.857142857142857
sexism2022_english-18300,i question why someone already has not taken out ol sour pussi meanshe verbally vomits muslum cockroach shithates americawants all americans deadi say terminate her worthless ass with prejudice,"[""['americans'"", ""'ass'"", ""'cockroach'"", ""'ol'"", ""'question'"", ""'say'"", ""'sour'"", ""'taken'"", ""'verbally'"", ""'worthless']""]",1,0,0.2739356553865666,10,8.2
sexism2022_english-19179,well men do rape a lot more than women do if you had a young daughter would you feel safer leaving her with a strange man or a strange woman,"[""['daughter'"", ""'feel'"", ""'leaving'"", ""'lot'"", ""'man'"", ""'men'"", ""'rape'"", ""'strange'"", ""'woman'"", ""'women'"", ""'young']""]",0,1,0.7680650873645722,11,7.090909090909091
sexism2022_english-18161,this is really dependent on the context there are very few situations i would allow a woman to slap me and get away with it in general its completely disrespectful and i would have no reason to continue spending time with them,"[""['allow'"", ""'away'"", ""'completely'"", ""'context'"", ""'continue'"", ""'general'"", ""'really'"", ""'reason'"", ""'situations'"", ""'slap'"", ""'spending'"", ""'time'"", ""'woman']""]",0,1,0.5051659986441029,13,8.615384615384615
sexism2022_english-14909,url yeah but shes a typical white girl thin brows no lashes thin lips but also with bad skin all of my white friends look pretty tired without makeup,"[""['bad'"", ""'friends'"", ""'girl'"", ""'lips'"", ""'look'"", ""'makeup'"", ""'pretty'"", ""'shes'"", ""'skin'"", ""'tired'"", ""'typical'"", ""'url'"", ""'white'"", ""'yeah']""]",1,0,0.2418069832044418,14,6.857142857142857
sexism2022_english-12276,just goes to show you the liberals hate when blacks have an opinion that differs then a black woman of course should go suck a dick for her opinion,"[""['black'"", ""'blacks'"", ""'course'"", ""'dick'"", ""'goes'"", ""'hate'"", ""'just'"", ""'liberals'"", ""'opinion'"", ""'suck'"", ""'woman']""]",1,0,0.3945305253890623,11,7.363636363636363
sexism2022_english-1868,well you see a strong female character is either a fighting fucktoy a mrs male character,"[""['character'"", ""'female'"", ""'fighting'"", ""'male'"", ""'mrs'"", ""'strong']""]",1,0,0.3405143064370807,6,8.333333333333334
sexism2022_english-15582,no it isnt maps are objective and directions dont change based on a whim or an emotion women will very often lead you on the wrong direction unintentionally because even they dont always know why theyre attracted to someone or something,"[""['attracted'"", ""'based'"", ""'change'"", ""'direction'"", ""'dont'"", ""'emotion'"", ""'isnt'"", ""'know'"", ""'lead'"", ""'theyre'"", ""'women'"", ""'wrong']""]",1,0,0.4637981799892634,12,7.833333333333333
sexism2022_english-10714,you only have two gender choices male and female dear lord my sidesurl,"[""['choices'"", ""'dear'"", ""'female'"", ""'gender'"", ""'lord'"", ""'male']""]",0,1,0.6216564256475863,6,7.5
sexism2022_english-6427,jv isnt he the i mean jvno bama is jvok isnt jz the one who raps to kill cops and shoot cops and beat up women and calling women bitches in his raps isnt that the one,"[""['beat'"", ""'bitches'"", ""'calling'"", ""'cops'"", ""'isnt'"", ""'kill'"", ""'mean'"", ""'shoot'"", ""'women']""]",0,1,0.8462818304094541,9,7.111111111111111
sexism2022_english-14704,damnhot white woman,"[""['white'"", ""'woman']""]",0,1,0.664491261932262,2,8.0
sexism2022_english-13604,ah the rationalization of simps who dont demand justice in this life,"[""['ah'"", ""'demand'"", ""'dont'"", ""'justice'"", ""'life'"", ""'simps']""]",0,1,0.5903250317969418,6,7.0
sexism2022_english-2078,i disagree i think very few serial killers are incel and violence in any form is attractive to females,"[""['attractive'"", ""'disagree'"", ""'females'"", ""'form'"", ""'incel'"", ""'killers'"", ""'serial'"", ""'think'"", ""'violence']""]",1,0,0.2303155414186306,9,8.88888888888889
sexism2022_english-6846,i finally found muh nawalt princess im in a much better place yea setting yourself to get taking advantage of again this girl youre with will take everything this time fuck,"[""['advantage'"", ""'better'"", ""'finally'"", ""'fuck'"", ""'girl'"", ""'im'"", ""'muh'"", ""'nawalt'"", ""'place'"", ""'princess'"", ""'setting'"", ""'taking'"", ""'time'"", ""'yea'"", ""'youre']""]",1,0,0.413254034413582,15,7.4
sexism2022_english-11496,i hope she gets raped,"[""['gets'"", ""'hope'"", ""'raped']""]",1,0,0.4747112368530053,3,7.0
sexism2022_english-12450,its even worse the fact that if you count it statistically the amount of women sexually assaulted yearly is huge compared to anything else and those are just reported attacks because isnt even reported its crazy and i dont get it,"[""['assaulted'"", ""'attacks'"", ""'compared'"", ""'count'"", ""'crazy'"", ""'dont'"", ""'fact'"", ""'huge'"", ""'isnt'"", ""'just'"", ""'reported'"", ""'sexually'"", ""'women'"", ""'worse']""]",0,1,0.5960153137246833,14,7.857142857142857
sexism2022_english-783,no where near as bad as the average wife who not just preys on the husband via divorce court but destroys childrens lives while shes at it,"[""['average'"", ""'bad'"", ""'court'"", ""'destroys'"", ""'divorce'"", ""'husband'"", ""'just'"", ""'lives'"", ""'near'"", ""'shes'"", ""'wife']""]",1,0,0.4355065209032573,11,7.454545454545454
sexism2022_english-1407,interesting to note that when the culturalmarxist pontificate about body positivity ie praise of massively overweight people they only feature women why arent they giving the same amount of appreciation to the lard arsed beerbelly men,"[""['arent'"", ""'body'"", ""'giving'"", ""'interesting'"", ""'men'"", ""'note'"", ""'overweight'"", ""'people'"", ""'praise'"", ""'women']""]",0,1,0.5622870915972935,10,8.2
sexism2022_english-7327,why dont you go nofap and get out and meet some women first,"[""['dont'"", ""'meet'"", ""'women']""]",0,1,0.661713564226618,3,7.0
sexism2022_english-17789,so serious question then assuming most men are like yourself and wish to protect their penis why would they endanger it with rape just for a piece of ass i mean most men are okay with just beating off and calling it a day,"[""['ass'"", ""'assuming'"", ""'beating'"", ""'calling'"", ""'day'"", ""'just'"", ""'like'"", ""'mean'"", ""'men'"", ""'okay'"", ""'penis'"", ""'piece'"", ""'protect'"", ""'question'"", ""'rape'"", ""'wish']""]",0,1,0.6004005823113785,16,7.125
sexism2022_english-10229,she choose not to have children because she is a huge dike,"[""['children'"", ""'choose'"", ""'huge']""]",1,0,0.4098038783231255,3,8.666666666666666
sexism2022_english-11809,pregnancy is a choice however not something that just happens both men and women can decide not to have children,"[""['children'"", ""'choice'"", ""'decide'"", ""'happens'"", ""'just'"", ""'men'"", ""'women']""]",0,1,0.6411680424212735,7,7.857142857142857
sexism2022_english-17053,no womens blue pill is that becoming an allconquering careerist will make you a hot commodity and that women are better than men at maledominated things,"[""['better'"", ""'blue'"", ""'hot'"", ""'make'"", ""'men'"", ""'pill'"", ""'things'"", ""'women'"", ""'womens']""]",0,1,0.8123122360672389,9,6.777777777777778
sexism2022_english-3419,its a fair trade i suppose while well have to pay for the incarnation of yet another rabid sheboon likely for life shes at least removed another future negroid criminal sperm donor from the pool,"[""['criminal'"", ""'donor'"", ""'fair'"", ""'future'"", ""'life'"", ""'likely'"", ""'pay'"", ""'pool'"", ""'removed'"", ""'sheboon'"", ""'shes'"", ""'sperm'"", ""'suppose'"", ""'trade']""]",1,0,0.342120799422074,14,7.5
sexism2022_english-7362,you know boys a nuclear reactor is a lot like a woman you just have to read the manual and press the right buttons homer simpson,"[""['boys'"", ""'just'"", ""'know'"", ""'like'"", ""'lot'"", ""'nuclear'"", ""'press'"", ""'read'"", ""'right'"", ""'woman']""]",1,0,0.4946340080128509,10,6.7
sexism2022_english-7561,so how did men reproduce before the female virus kicked in,"[""['did'"", ""'female'"", ""'kicked'"", ""'men'"", ""'virus']""]",1,0,0.4857827056233753,5,7.0
sexism2022_english-15910,nonononono its because men are blaming women for killing babies when the men are doing it s,"[""['babies'"", ""'blaming'"", ""'doing'"", ""'killing'"", ""'men'"", ""'women']""]",0,1,0.7167172438631915,6,7.833333333333333
sexism2022_english-17782,the ultimate stupid nigger his cockroach mother im sure is on benifits too useless vermin,"[""['cockroach'"", ""'im'"", ""'mother'"", ""'nigger'"", ""'stupid'"", ""'sure'"", ""'ultimate'"", ""'useless']""]",1,0,0.3969145609603857,8,8.25
sexism2022_english-2657,most women dont date or marry criminals and sociopaths most people get laid most people marry casual sex is not relationships the disparity between the sexes is mostly a function of libido and personal safety,"[""['casual'"", ""'criminals'"", ""'date'"", ""'dont'"", ""'laid'"", ""'marry'"", ""'people'"", ""'personal'"", ""'relationships'"", ""'safety'"", ""'sex'"", ""'sexes'"", ""'women']""]",0,1,0.5046190835962125,13,8.153846153846153
sexism2022_english-12897,yeah but things are different now tradcons are part of the problem when the muslims take over im gonna learn arabic and im gonna have me a harem gotta admit muslims keep their women in check,"[""['admit'"", ""'check'"", ""'different'"", ""'gonna'"", ""'gotta'"", ""'harem'"", ""'im'"", ""'learn'"", ""'muslims'"", ""'problem'"", ""'things'"", ""'women'"", ""'yeah']""]",1,0,0.4002194140248566,13,7.538461538461538
sexism2022_english-9491,back then what women thought didnt matter,"[""['didnt'"", ""'matter'"", ""'thought'"", ""'women']""]",0,1,0.5441175207911398,4,8.25
sexism2022_english-11710,is a total cunt yes yes tell me again that girls dont like you because of looks,"[""['cunt'"", ""'dont'"", ""'girls'"", ""'like'"", ""'looks'"", ""'tell'"", ""'total'"", ""'yes']""]",0,1,0.8081096763781671,8,6.5
sexism2022_english-16445,happened to me too before its so sad women do this to a guy trying nothing you can do though,"[""['guy'"", ""'happened'"", ""'sad'"", ""'trying'"", ""'women']""]",0,1,0.6494381593193236,5,7.4
sexism2022_english-10042,single for women mean sleeping around and finding a partner within a few days ive never had sex im not single im incel,"[""['days'"", ""'finding'"", ""'im'"", ""'incel'"", ""'ive'"", ""'mean'"", ""'partner'"", ""'sex'"", ""'single'"", ""'sleeping'"", ""'women']""]",1,0,0.4333410586023799,11,7.090909090909091
sexism2022_english-17017,well i live at my gym and women are the same everywhere so its almost as if i do live at your gym,"[""['gym'"", ""'live'"", ""'women']""]",1,0,0.4985839253665422,3,6.666666666666667
sexism2022_english-829,how long will it take a woman to mentally move on from the situation cause theyre fond of bringing up shit from before my ancestors,"[""['ancestors'"", ""'bringing'"", ""'cause'"", ""'long'"", ""'mentally'"", ""'shit'"", ""'situation'"", ""'theyre'"", ""'woman']""]",1,0,0.4406392994914125,9,8.666666666666666
sexism2022_english-2659,where i am from if a girl makes a move it usually means she is very desperate,"[""['desperate'"", ""'girl'"", ""'makes'"", ""'means'"", ""'usually']""]",1,0,0.4623474307297045,5,8.4
sexism2022_english-7601,i just read your name a fellow chess enthousiast cool i dont meet a lot of guys in chess who arr good with women though p,"[""['cool'"", ""'dont'"", ""'fellow'"", ""'good'"", ""'guys'"", ""'just'"", ""'lot'"", ""'meet'"", ""'read'"", ""'women']""]",0,1,0.5334250181241758,10,6.4
sexism2022_english-6583,vader says the same thing about women d,"[""['says'"", ""'thing'"", ""'women']""]",0,1,0.8020146452146382,3,7.333333333333333
sexism2022_english-19824,excellent idea military wives are trash,"[""['excellent'"", ""'idea'"", ""'military'"", ""'trash'"", ""'wives']""]",1,0,0.2938895091762887,5,8.6
sexism2022_english-2818,lol go for it dude whamens can do no wrong,"[""['dude'"", ""'lol'"", ""'wrong']""]",1,0,0.2202977548994125,3,6.666666666666667
sexism2022_english-11491,take them to your place and have quiet sex theyll understand the situation and it wont be that big of a deal or go to the girls place,"[""['big'"", ""'deal'"", ""'girls'"", ""'place'"", ""'quiet'"", ""'sex'"", ""'situation'"", ""'theyll'"", ""'understand'"", ""'wont']""]",0,1,0.6423859060184608,10,7.6
sexism2022_english-4639,stem aint hard wamans can do it too,"[""['aint'"", ""'hard'"", ""'stem']""]",1,0,0.3581825583641969,3,6.666666666666667
sexism2022_english-7026,further she also worries that evaluations of math skills can perpetuate discrimination against minorities especially if they do worse than their white counterparts she cant tell discrimination from objective failure url,"[""['discrimination'"", ""'especially'"", ""'failure'"", ""'minorities'"", ""'skills'"", ""'tell'"", ""'url'"", ""'white'"", ""'worse']""]",1,0,0.1343260619662701,9,9.333333333333334
sexism2022_english-5023,abused for four years yet she marries him after years of abuse if it were true then shes a fg masochistic moron,"[""['abuse'"", ""'abused'"", ""'marries'"", ""'moron'"", ""'shes'"", ""'true'"", ""'years']""]",1,0,0.4692898681275921,7,7.428571428571429
sexism2022_english-2940,raising women and children is demeaning allowing strangers to fuck you at will and aborting their unborn children with no consequences of fatherhood is empowering feminismiscancer,"[""['allowing'"", ""'children'"", ""'consequences'"", ""'empowering'"", ""'fuck'"", ""'raising'"", ""'strangers'"", ""'unborn'"", ""'women']""]",1,0,0.3692356647116044,9,9.88888888888889
sexism2022_english-14640,wouldnt say he is a simp just a regular creative man that didnt have time to notice the nature of women i think some of us are really lucky and smart,"[""['creative'"", ""'didnt'"", ""'just'"", ""'lucky'"", ""'man'"", ""'nature'"", ""'notice'"", ""'really'"", ""'regular'"", ""'say'"", ""'simp'"", ""'smart'"", ""'think'"", ""'time'"", ""'women'"", ""'wouldnt']""]",0,1,0.5865400273482435,16,7.3125
sexism2022_english-15607,dont do that just flirt and take it there subtly she already knows your interested she knows cause your a man and shes a woman nature takes care of that shit automatically,"[""['automatically'"", ""'care'"", ""'cause'"", ""'dont'"", ""'flirt'"", ""'interested'"", ""'just'"", ""'knows'"", ""'man'"", ""'nature'"", ""'shes'"", ""'shit'"", ""'takes'"", ""'woman']""]",0,1,0.7712517102841691,14,7.642857142857143
sexism2022_english-10933,seriously the guy should just give up and get a prostitute theres no point putting emotion into a brick wall i wonder if she can suddenly turn him ignoring her on him and use lack of attention as an excuse for divorce,"[""['attention'"", ""'divorce'"", ""'emotion'"", ""'excuse'"", ""'guy'"", ""'ignoring'"", ""'just'"", ""'lack'"", ""'point'"", ""'prostitute'"", ""'putting'"", ""'seriously'"", ""'suddenly'"", ""'theres'"", ""'turn'"", ""'use'"", ""'wall'"", ""'wonder']""]",0,1,0.5877522317087069,18,8.222222222222221
sexism2022_english-718,your woman is not all women awalt how are the threesomes coming along cant complain hire any more hookers still just the one,"[""['awalt'"", ""'coming'"", ""'complain'"", ""'hire'"", ""'hookers'"", ""'just'"", ""'woman'"", ""'women']""]",0,1,0.7917041051741268,8,7.75
sexism2022_english-9834,so ugly dudes should date girls they dont find attractive,"[""['attractive'"", ""'date'"", ""'dont'"", ""'dudes'"", ""'girls'"", ""'ugly']""]",0,1,0.5631089436630128,6,7.666666666666667
sexism2022_english-17803,i dont have a example but go with a sexier vocabulary the if suitable part is not exactly hot maybe read some short romance stories or even womens porn stories to get an idea of what they like,"[""['dont'"", ""'exactly'"", ""'example'"", ""'hot'"", ""'idea'"", ""'like'"", ""'maybe'"", ""'porn'"", ""'read'"", ""'romance'"", ""'short'"", ""'stories'"", ""'womens']""]",0,1,0.512946427518646,13,7.3076923076923075
sexism2022_english-9084,depth of a womans personality dogs netflix alcohol selfies makeup,"[""['alcohol'"", ""'dogs'"", ""'makeup'"", ""'netflix'"", ""'personality'"", ""'womans']""]",1,0,0.3293853515290699,6,9.166666666666666
sexism2022_english-1045,donald trump got more fat women out walking in one day than michelle obama did in years womensmarch presidenttrump maga,"[""['day'"", ""'did'"", ""'donald'"", ""'fat'"", ""'got'"", ""'maga'"", ""'michelle'"", ""'obama'"", ""'presidenttrump'"", ""'trump'"", ""'walking'"", ""'women'"", ""'years']""]",0,1,0.5958233960971807,13,7.615384615384615
sexism2022_english-2512,any woman who dallies with married men is a woman of low morals she will gladly betray those men url,"[""['betray'"", ""'gladly'"", ""'low'"", ""'married'"", ""'men'"", ""'morals'"", ""'url'"", ""'woman']""]",0,1,0.5087796823855989,8,7.125
sexism2022_english-1040,nothing is as dangerous to feminism as a traditional woman,"[""['dangerous'"", ""'feminism'"", ""'traditional'"", ""'woman']""]",0,1,0.7741516111459785,4,10.75
sexism2022_english-12755,read this earlier had a quiet little sniggering to myself this guy is so fuckedshes been on tinder for fucking months already guaranteed shes been taking strange dick for lets say months minimum there aint no coming back from this son,"[""['aint'"", ""'coming'"", ""'dick'"", ""'earlier'"", ""'fucking'"", ""'guaranteed'"", ""'guy'"", ""'lets'"", ""'little'"", ""'minimum'"", ""'months'"", ""'quiet'"", ""'read'"", ""'say'"", ""'shes'"", ""'son'"", ""'strange'"", ""'taking'"", ""'tinder']""]",0,1,0.5350266535743801,19,7.473684210526316
sexism2022_english-14300,bro hes litereally cm and a framelet he just looks tall and large because the girls are like cm and small i dont know what girl would date a guy that short and small framed in the west that wasnt loaded or had a chad face,"[""['bro'"", ""'chad'"", ""'date'"", ""'dont'"", ""'face'"", ""'girl'"", ""'girls'"", ""'guy'"", ""'hes'"", ""'just'"", ""'know'"", ""'large'"", ""'like'"", ""'loaded'"", ""'looks'"", ""'short'"", ""'small'"", ""'tall'"", ""'wasnt'"", ""'west']""]",1,0,0.304872836063647,20,6.35
sexism2022_english-6848,those women probably virtue signal about hating toxic masculinity,"[""['hating'"", ""'masculinity'"", ""'probably'"", ""'signal'"", ""'toxic'"", ""'virtue'"", ""'women']""]",0,1,0.7958302236107805,7,9.0
sexism2022_english-463,user also is this girl even of legal age to be talking about having her pussy grabbed i mean she barely looks where are her parents,"[""['age'"", ""'barely'"", ""'girl'"", ""'grabbed'"", ""'having'"", ""'legal'"", ""'looks'"", ""'mean'"", ""'parents'"", ""'pussy'"", ""'talking'"", ""'user']""]",0,1,0.6338543603595675,12,7.416666666666667
sexism2022_english-15521,most women find a highly educated and well traveled man sexy,"[""['educated'"", ""'highly'"", ""'man'"", ""'sexy'"", ""'women']""]",0,1,0.8462567703011602,5,7.6
sexism2022_english-2289,i dont have to prove a thing about hillbag the legal forensic empirical evidence proof exists in multitudes if i see a man assaulting some strange woman imma beat his ass before he goes to jail let alone wait until there is proof,"[""['ass'"", ""'assaulting'"", ""'beat'"", ""'dont'"", ""'evidence'"", ""'exists'"", ""'goes'"", ""'imma'"", ""'jail'"", ""'legal'"", ""'let'"", ""'man'"", ""'proof'"", ""'prove'"", ""'strange'"", ""'thing'"", ""'wait'"", ""'woman']""]",0,1,0.5660675592608811,18,7.055555555555555
sexism2022_english-12809,i hate when i see a nigga come this close to saying women need to stick to our roles but then adds just a pinch of feminist bullshit in a cucked attempt to not look sexist,"[""['attempt'"", ""'bullshit'"", ""'close'"", ""'come'"", ""'cucked'"", ""'feminist'"", ""'hate'"", ""'just'"", ""'look'"", ""'need'"", ""'nigga'"", ""'roles'"", ""'saying'"", ""'sexist'"", ""'stick'"", ""'women']""]",0,1,0.6763991299758917,16,7.5
sexism2022_english-16905,just look at the workplace women get away with some crazy shit i had a female supervisor comment that the placement of my nipples seemed low everyone laughed she was just joking around double standard,"[""['away'"", ""'comment'"", ""'crazy'"", ""'double'"", ""'female'"", ""'joking'"", ""'just'"", ""'laughed'"", ""'look'"", ""'low'"", ""'shit'"", ""'standard'"", ""'women'"", ""'workplace']""]",0,1,0.7455188516976236,14,7.714285714285714
sexism2022_english-9691,i actually think women will also use them probably not at much but if you are an overweight woman looking for a chad its better than being the last call pump and dump on a saturday night,"[""['actually'"", ""'better'"", ""'chad'"", ""'dump'"", ""'looking'"", ""'night'"", ""'overweight'"", ""'probably'"", ""'pump'"", ""'saturday'"", ""'think'"", ""'use'"", ""'woman'"", ""'women']""]",0,1,0.6539740484553713,14,8.0
sexism2022_english-5931,any woman can be a sex worker any idiot can do a lot of jobs we still respect them because the job sucks literally in some cases man can rarely be men frequently are sex workers theyre just sucking a looooot of dick,"[""['cases'"", ""'dick'"", ""'frequently'"", ""'idiot'"", ""'job'"", ""'jobs'"", ""'just'"", ""'literally'"", ""'lot'"", ""'man'"", ""'men'"", ""'rarely'"", ""'respect'"", ""'sex'"", ""'sucking'"", ""'sucks'"", ""'theyre'"", ""'woman'"", ""'worker'"", ""'workers']""]",0,1,0.7870259687263028,20,7.35
sexism2022_english-1955,well are you asking out pound women i highly doubt it,"[""['asking'"", ""'doubt'"", ""'highly'"", ""'pound'"", ""'women']""]",0,1,0.6666471915880874,5,7.8
sexism2022_english-560,were western culture we send men dressed as women to girl fights haha,"[""['culture'"", ""'dressed'"", ""'fights'"", ""'girl'"", ""'haha'"", ""'men'"", ""'send'"", ""'western'"", ""'women']""]",0,1,0.7241983561055945,9,7.444444444444445
sexism2022_english-2317,so tell single moms to stop raising rapists,"[""['moms'"", ""'raising'"", ""'rapists'"", ""'single'"", ""'stop'"", ""'tell']""]",1,0,0.450223711933587,6,7.666666666666667
sexism2022_english-13078,its fucked up how women arent allowed to even be neutral always have to put on a fucking show to entertain men and keep them from attacking you,"[""['allowed'"", ""'arent'"", ""'attacking'"", ""'entertain'"", ""'fucked'"", ""'fucking'"", ""'men'"", ""'neutral'"", ""'women']""]",0,1,0.7033701874017968,9,8.666666666666666
sexism2022_english-896,what a stupid waste of rations this woman is,"[""['stupid'"", ""'waste'"", ""'woman']""]",0,1,0.7776497495958369,3,8.0
sexism2022_english-16949,when they are not shooting pregnant women judenratte,"[""['pregnant'"", ""'shooting'"", ""'women']""]",0,1,0.5784132908363975,3,9.666666666666666
sexism2022_english-19805,s feminism,"[""['feminism']""]",0,1,0.7188480422899359,1,12.0
sexism2022_english-10536,thats sharia charge the rape victim are they nutz oh my gawd when they have the police enforcing sharia the uk is done might as well all wear a burka girls or you may be arrested soon enough,"[""['arrested'"", ""'burka'"", ""'charge'"", ""'girls'"", ""'oh'"", ""'police'"", ""'rape'"", ""'sharia'"", ""'soon'"", ""'thats'"", ""'uk'"", ""'victim'"", ""'wear']""]",0,1,0.5203257167442195,13,7.0
sexism2022_english-16951,its a plan to destroy western civilization,"[""['civilization'"", ""'destroy'"", ""'plan'"", ""'western']""]",0,1,0.5142846702757046,4,10.0
sexism2022_english-15683,but the game isnt the same anymore we have condoms and birth control so now women can sex with fewer and much less serious consequences as well it makes sense that they would have more sex with the top guys when theres relatively little to risk,"[""['anymore'"", ""'birth'"", ""'consequences'"", ""'control'"", ""'fewer'"", ""'game'"", ""'guys'"", ""'isnt'"", ""'little'"", ""'makes'"", ""'risk'"", ""'sense'"", ""'sex'"", ""'theres'"", ""'women']""]",0,1,0.6298246726839939,15,7.6
sexism2022_english-10488,did you know women in america are being oppressed they should read your comment theyd realize how good they have it,"[""['america'"", ""'comment'"", ""'did'"", ""'good'"", ""'know'"", ""'oppressed'"", ""'read'"", ""'realize'"", ""'theyd'"", ""'women']""]",1,0,0.4807252515127763,10,7.7
sexism2022_english-15924,those literally exist by the thousands they pay women who they have never met just to sustain their luxurious carefree lifestyles,"[""['exist'"", ""'just'"", ""'literally'"", ""'met'"", ""'pay'"", ""'thousands'"", ""'women']""]",0,1,0.7358064412769676,7,7.714285714285714
sexism2022_english-2732,fuck single mothers but dont actually fuck them or youll get trapped for years,"[""['actually'"", ""'dont'"", ""'fuck'"", ""'mothers'"", ""'single'"", ""'years'"", ""'youll']""]",1,0,0.3844696300679222,7,7.857142857142857
sexism2022_english-9238,i was watching quantum leap on netflix and noticed that women were always the victims of men and never the other way round even if they were a bad guy they were only acting on a mans behalf,"[""['acting'"", ""'bad'"", ""'behalf'"", ""'guy'"", ""'mans'"", ""'men'"", ""'netflix'"", ""'noticed'"", ""'round'"", ""'victims'"", ""'watching'"", ""'way'"", ""'women']""]",0,1,0.6004396756022451,13,7.3076923076923075
sexism2022_english-4529,a woman like that should be dumped automatically unless youre a beta and have scarcity mentality then you should do everything you can to hold on to her,"[""['automatically'"", ""'beta'"", ""'dumped'"", ""'hold'"", ""'like'"", ""'mentality'"", ""'scarcity'"", ""'unless'"", ""'woman'"", ""'youre']""]",0,1,0.6225214475236389,10,8.6
sexism2022_english-11826,one look at this woman and it is obvious why she hates men,"[""['hates'"", ""'look'"", ""'men'"", ""'obvious'"", ""'woman']""]",0,1,0.5884262539259691,5,7.2
sexism2022_english-118,the old hag had a lot of competition crawling around the oval office potus has a beautiful spouse and clean carpets,"[""['beautiful'"", ""'clean'"", ""'competition'"", ""'hag'"", ""'lot'"", ""'office'"", ""'old'"", ""'potus']""]",0,1,0.5110261553636628,8,7.875
sexism2022_english-3951,your inch dick wont land you drooling women it is the expected average perceived by women themselves youd have to sport a well above perceived average dick to attract women and maybe bypass the other requirements unlikely jfl,"[""['attract'"", ""'average'"", ""'dick'"", ""'expected'"", ""'inch'"", ""'jfl'"", ""'land'"", ""'maybe'"", ""'sport'"", ""'women'"", ""'wont'"", ""'youd']""]",0,1,0.7885065957968276,12,7.166666666666667
sexism2022_english-5799,nonhypocritically my pair bonding ability would be ruined for women at my level,"[""['ability'"", ""'level'"", ""'pair'"", ""'ruined'"", ""'women']""]",0,1,0.7551856707034258,5,7.8
sexism2022_english-5614,you must be perplexed all the logic common sense work ethic proper grooming and cleaning habits jobs pretty women that dont resemble baboons must make your brain hurt its ok little guy,"[""['brain'"", ""'cleaning'"", ""'common'"", ""'dont'"", ""'grooming'"", ""'guy'"", ""'habits'"", ""'hurt'"", ""'jobs'"", ""'little'"", ""'logic'"", ""'make'"", ""'ok'"", ""'pretty'"", ""'proper'"", ""'sense'"", ""'women'"", ""'work']""]",0,1,0.6087307473085979,18,7.166666666666667
sexism2022_english-3973,high test shes a fat fuck,"[""['fat'"", ""'fuck'"", ""'high'"", ""'shes'"", ""'test']""]",0,1,0.5943929015525584,5,6.2
sexism2022_english-13672,i dont care if women wear makeup its worthless and a waste of time in my opinion check usernames before replying next time,"[""['care'"", ""'check'"", ""'dont'"", ""'makeup'"", ""'opinion'"", ""'time'"", ""'waste'"", ""'wear'"", ""'women'"", ""'worthless']""]",0,1,0.7160372768411196,10,7.5
sexism2022_english-7783,user my take landlord should mind their own fuckin business bring more women just to make sure,"[""['bring'"", ""'business'"", ""'fuckin'"", ""'just'"", ""'make'"", ""'mind'"", ""'sure'"", ""'user'"", ""'women']""]",0,1,0.6588203900284314,9,7.111111111111111
sexism2022_english-13186,uhh basically everything any woman who joins anything like that with glee is mentally insane if they werent they wouldnt,"[""['basically'"", ""'insane'"", ""'like'"", ""'mentally'"", ""'werent'"", ""'woman'"", ""'wouldnt']""]",1,0,0.3351488996976969,7,8.714285714285714
sexism2022_english-4861,thats true but think how miserable those women get as they get older and they are left with a fat balding betabucks husband and no chad,"[""['balding'"", ""'chad'"", ""'fat'"", ""'husband'"", ""'left'"", ""'miserable'"", ""'older'"", ""'thats'"", ""'think'"", ""'true'"", ""'women']""]",0,1,0.6898213752799082,11,7.454545454545454
